test_id,intended_tier,domain,career_stage,major,constraint,query,generation_reason,generation_method
synth_test_103,llm_direct,해외영업,취업준비생(졸업예정),경영학,지방 거주,해외영업 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_104,llm_direct,"서비스 기획/UI,UX",사회초년생(1~3년차),컴퓨터공학,졸업유예 중,"사회초년생(1~3년차) 입장에서 서비스 기획/UI,UX 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.",일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_105,llm_direct,교육/상담/컨설팅,사회초년생(1~3년차),화학공학,지방 거주,교육/상담/컨설팅 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_106,llm_direct,공무원/비영리,사회초년생(1~3년차),산업공학,졸업유예 중,공무원/비영리 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_107,llm_direct,전략/기획,대학원생,경영학,지방 거주,전략/기획 직무와 관련 있는 전공은 보통 어떤 게 있나요? 경영학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_108,llm_direct,전문/특수,대학생 저학년,무역학,비전공,전문/특수 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_109,llm_direct,전략/기획,취업준비생(졸업예정),컴퓨터공학,제한 없음,전략/기획 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_110,llm_direct,전략/기획,대학원생,심리학,경력 부족,전략/기획 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_111,llm_direct,연구/설계,이직/경력전환,무역학,비전공,연구/설계 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_112,llm_direct,미디어,취업준비생(졸업예정),통계학,학점 낮음,취업준비생(졸업예정) 입장에서 미디어 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_113,llm_direct,홍보/CSR,사회초년생(1~3년차),심리학,나이 고민,홍보/CSR 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_114,llm_direct,기타 사무,대학생 저학년,심리학,지방 거주,기타 사무 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_115,llm_direct,유통/무역/구매,대학원생,경영학,지방 거주,유통/무역/구매 직무와 관련 있는 전공은 보통 어떤 게 있나요? 경영학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_116,llm_direct,미디어,이직/경력전환,화학공학,학점 낮음,미디어 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_117,llm_direct,공사/공기업,대학생 저학년,행정학,학점 낮음,공사/공기업 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_118,llm_direct,전문/특수,대학생 저학년,비전공(일반),제한 없음,전문/특수 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_119,llm_direct,IT개발/데이터,대학원생,산업공학,제한 없음,IT개발/데이터 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_120,llm_direct,미디어,대학생 저학년,영어영문학,나이 고민,대학생 저학년 입장에서 미디어 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_121,llm_direct,공무원/비영리,사회초년생(1~3년차),산업공학,나이 고민,공무원/비영리 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_122,llm_direct,교육/상담/컨설팅,대학생 저학년,화학공학,제한 없음,교육/상담/컨설팅 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_123,llm_direct,디자인/예술,대학생 저학년,화학공학,지방 거주,디자인/예술 직무와 관련 있는 전공은 보통 어떤 게 있나요? 화학공학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_124,llm_direct,해외영업,취업준비생(졸업예정),화학공학,경력 부족,해외영업 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_125,llm_direct,생산/품질/제조,사회초년생(1~3년차),행정학,제한 없음,생산/품질/제조 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_126,llm_direct,회계/재무/금융,이직/경력전환,통계학,졸업유예 중,회계/재무/금융 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_127,llm_direct,미디어,사회초년생(1~3년차),영어영문학,제한 없음,미디어 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_128,llm_direct,전문/특수,대학생 저학년,사회학,졸업유예 중,대학생 저학년 입장에서 전문/특수 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_129,llm_direct,전문/특수,이직/경력전환,행정학,나이 고민,전문/특수 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_130,llm_direct,"서비스 기획/UI,UX",사회초년생(1~3년차),경영학,졸업유예 중,"서비스 기획/UI,UX 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?",일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_131,llm_direct,교육/상담/컨설팅,취업준비생(졸업예정),통계학,경력 부족,교육/상담/컨설팅 직무와 관련 있는 전공은 보통 어떤 게 있나요? 통계학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_132,llm_direct,영업/영업관리,사회초년생(1~3년차),영어영문학,지방 거주,영업/영업관리 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_133,llm_direct,기타 사무,사회초년생(1~3년차),디자인학,비전공,기타 사무 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_134,llm_direct,생산/품질/제조,취업준비생(졸업예정),산업공학,경력 부족,생산/품질/제조 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_135,llm_direct,공무원/비영리,이직/경력전환,디자인학,제한 없음,공무원/비영리 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_136,llm_direct,전문/특수,이직/경력전환,무역학,학점 낮음,이직/경력전환 입장에서 전문/특수 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_137,llm_direct,디자인/예술,이직/경력전환,경영학,비전공,디자인/예술 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_138,llm_direct,IT개발/데이터,취업준비생(졸업예정),화학공학,학점 낮음,IT개발/데이터 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_139,llm_direct,전문/특수,사회초년생(1~3년차),무역학,나이 고민,전문/특수 직무와 관련 있는 전공은 보통 어떤 게 있나요? 무역학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_140,llm_direct,영업/영업관리,이직/경력전환,디자인학,나이 고민,영업/영업관리 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_141,llm_direct,영업/영업관리,이직/경력전환,비전공(일반),나이 고민,영업/영업관리 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_142,llm_direct,교육/상담/컨설팅,사회초년생(1~3년차),비전공(일반),졸업유예 중,교육/상담/컨설팅 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_143,llm_direct,홍보/CSR,사회초년생(1~3년차),사회학,경력 부족,홍보/CSR 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_144,llm_direct,유통/무역/구매,취업준비생(졸업예정),영어영문학,비전공,취업준비생(졸업예정) 입장에서 유통/무역/구매 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_145,llm_direct,회계/재무/금융,취업준비생(졸업예정),컴퓨터공학,경력 부족,회계/재무/금융 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_146,llm_direct,디자인/예술,사회초년생(1~3년차),비전공(일반),나이 고민,디자인/예술 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_147,llm_direct,생산/품질/제조,대학원생,사회학,비전공,생산/품질/제조 직무와 관련 있는 전공은 보통 어떤 게 있나요? 사회학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_148,llm_direct,공사/공기업,사회초년생(1~3년차),컴퓨터공학,지방 거주,공사/공기업 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_149,llm_direct,마케팅/MD,사회초년생(1~3년차),경영학,학점 낮음,마케팅/MD 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_150,llm_direct,회계/재무/금융,취업준비생(졸업예정),사회학,비전공,회계/재무/금융 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_151,llm_direct,서비스,대학원생,사회학,학점 낮음,서비스 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_152,llm_direct,연구/설계,이직/경력전환,산업공학,제한 없음,이직/경력전환 입장에서 연구/설계 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_153,llm_direct,전략/기획,대학원생,사회학,졸업유예 중,전략/기획 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_154,llm_direct,디자인/예술,이직/경력전환,영어영문학,경력 부족,디자인/예술 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_155,llm_direct,서비스,사회초년생(1~3년차),통계학,비전공,서비스 직무와 관련 있는 전공은 보통 어떤 게 있나요? 통계학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_156,llm_direct,인사/총무/노무,이직/경력전환,통계학,비전공,인사/총무/노무 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_157,llm_direct,미디어,대학생 저학년,심리학,경력 부족,미디어 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_158,llm_direct,미디어,사회초년생(1~3년차),산업공학,경력 부족,미디어 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_159,llm_direct,유통/무역/구매,대학원생,화학공학,나이 고민,유통/무역/구매 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_160,llm_direct,기타 사무,대학원생,컴퓨터공학,제한 없음,대학원생 입장에서 기타 사무 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_161,llm_direct,생산/품질/제조,이직/경력전환,통계학,졸업유예 중,생산/품질/제조 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_162,llm_direct,IT개발/데이터,대학원생,화학공학,지방 거주,IT개발/데이터 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_163,llm_direct,미디어,대학원생,경영학,나이 고민,미디어 직무와 관련 있는 전공은 보통 어떤 게 있나요? 경영학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_164,llm_direct,유통/무역/구매,취업준비생(졸업예정),무역학,경력 부족,유통/무역/구매 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_165,llm_direct,홍보/CSR,대학생 저학년,심리학,경력 부족,홍보/CSR 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_166,llm_direct,마케팅/MD,대학원생,산업공학,경력 부족,마케팅/MD 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_167,llm_direct,전략/기획,이직/경력전환,통계학,학점 낮음,전략/기획 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_168,llm_direct,기타 사무,이직/경력전환,사회학,비전공,이직/경력전환 입장에서 기타 사무 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_169,llm_direct,전문/특수,사회초년생(1~3년차),비전공(일반),지방 거주,전문/특수 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_170,llm_direct,해외영업,대학생 저학년,무역학,경력 부족,해외영업 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_171,llm_direct,홍보/CSR,대학원생,무역학,제한 없음,홍보/CSR 직무와 관련 있는 전공은 보통 어떤 게 있나요? 무역학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_172,llm_direct,공사/공기업,이직/경력전환,산업공학,나이 고민,공사/공기업 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_173,llm_direct,전문/특수,취업준비생(졸업예정),사회학,제한 없음,전문/특수 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_174,llm_direct,연구/설계,대학생 저학년,경영학,경력 부족,연구/설계 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_175,llm_direct,IT개발/데이터,대학원생,비전공(일반),제한 없음,IT개발/데이터 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_176,llm_direct,미디어,사회초년생(1~3년차),통계학,비전공,사회초년생(1~3년차) 입장에서 미디어 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_177,llm_direct,해외영업,사회초년생(1~3년차),비전공(일반),졸업유예 중,해외영업 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_178,llm_direct,홍보/CSR,대학원생,디자인학,졸업유예 중,홍보/CSR 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_179,llm_direct,해외영업,대학생 저학년,행정학,비전공,해외영업 직무와 관련 있는 전공은 보통 어떤 게 있나요? 행정학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_180,llm_direct,공무원/비영리,사회초년생(1~3년차),행정학,지방 거주,공무원/비영리 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_181,llm_direct,전략/기획,대학생 저학년,컴퓨터공학,학점 낮음,전략/기획 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_182,llm_direct,미디어,대학원생,경영학,제한 없음,미디어 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_183,llm_direct,홍보/CSR,대학원생,경영학,제한 없음,홍보/CSR 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_184,llm_direct,마케팅/MD,이직/경력전환,디자인학,학점 낮음,이직/경력전환 입장에서 마케팅/MD 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_185,llm_direct,해외영업,사회초년생(1~3년차),심리학,나이 고민,해외영업 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_186,llm_direct,공무원/비영리,이직/경력전환,산업공학,졸업유예 중,공무원/비영리 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_187,llm_direct,영업/영업관리,이직/경력전환,영어영문학,지방 거주,영업/영업관리 직무와 관련 있는 전공은 보통 어떤 게 있나요? 영어영문학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_188,llm_direct,유통/무역/구매,취업준비생(졸업예정),영어영문학,졸업유예 중,유통/무역/구매 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_189,llm_direct,디자인/예술,사회초년생(1~3년차),무역학,졸업유예 중,디자인/예술 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_190,llm_direct,회계/재무/금융,대학생 저학년,통계학,비전공,회계/재무/금융 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_191,llm_direct,교육/상담/컨설팅,사회초년생(1~3년차),영어영문학,비전공,교육/상담/컨설팅 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_192,llm_direct,"서비스 기획/UI,UX",대학원생,경영학,학점 낮음,"대학원생 입장에서 서비스 기획/UI,UX 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.",일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_193,llm_direct,회계/재무/금융,이직/경력전환,화학공학,비전공,회계/재무/금융 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_194,llm_direct,공사/공기업,대학원생,영어영문학,나이 고민,공사/공기업 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_195,llm_direct,디자인/예술,이직/경력전환,경영학,경력 부족,디자인/예술 직무와 관련 있는 전공은 보통 어떤 게 있나요? 경영학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_196,llm_direct,홍보/CSR,대학원생,심리학,지방 거주,홍보/CSR 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_197,llm_direct,해외영업,이직/경력전환,산업공학,비전공,해외영업 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_198,llm_direct,기타 사무,취업준비생(졸업예정),비전공(일반),경력 부족,기타 사무 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_199,llm_direct,IT개발/데이터,대학원생,경영학,나이 고민,IT개발/데이터 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_200,llm_direct,공무원/비영리,대학생 저학년,컴퓨터공학,제한 없음,대학생 저학년 입장에서 공무원/비영리 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_201,llm_direct,유통/무역/구매,이직/경력전환,산업공학,학점 낮음,유통/무역/구매 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_202,llm_direct,연구/설계,이직/경력전환,비전공(일반),지방 거주,연구/설계 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_203,llm_direct,생산/품질/제조,사회초년생(1~3년차),화학공학,제한 없음,생산/품질/제조 직무와 관련 있는 전공은 보통 어떤 게 있나요? 화학공학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_204,llm_direct,디자인/예술,이직/경력전환,컴퓨터공학,졸업유예 중,디자인/예술 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_205,llm_direct,회계/재무/금융,취업준비생(졸업예정),화학공학,경력 부족,회계/재무/금융 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
