test_id,intended_tier,domain,career_stage,major,constraint,query,generation_reason,generation_method
synth_test_088,partial_with_mentor_suggest,홍보/CSR,사회초년생(1~3년차),통계학,학점 낮음,홍보/CSR 분야 인턴을 목표로 하는데 학점 낮음라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_089,partial_with_mentor_suggest,공무원/비영리,대학생 저학년,영어영문학,지방 거주,영어영문학 전공자가 공무원/비영리 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 지방 거주 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_090,partial_with_mentor_suggest,IT개발/데이터,대학생 저학년,행정학,나이 고민,IT개발/데이터 직무 준비 중인데 대학생 저학년 단계에서 놓치기 쉬운 부분이 있을까요? 저는 나이 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_091,partial_with_mentor_suggest,생산/품질/제조,이직/경력전환,디자인학,졸업유예 중,"디자인학 전공에 졸업유예 중인 이직/경력전환인데, 생산/품질/제조 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_092,partial_with_mentor_suggest,홍보/CSR,이직/경력전환,화학공학,제한 없음,홍보/CSR 직무로 전환하고 싶은데 제한 없음 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_093,partial_with_mentor_suggest,서비스,대학생 저학년,무역학,제한 없음,"대학생 저학년이고 무역학 전공인데, 서비스 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_094,partial_with_mentor_suggest,전략/기획,취업준비생(졸업예정),사회학,경력 부족,전략/기획 분야 인턴을 목표로 하는데 경력 부족라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_095,partial_with_mentor_suggest,영업/영업관리,대학원생,무역학,지방 거주,무역학 전공자가 영업/영업관리 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 지방 거주 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_096,partial_with_mentor_suggest,연구/설계,대학원생,행정학,나이 고민,연구/설계 직무 준비 중인데 대학원생 단계에서 놓치기 쉬운 부분이 있을까요? 저는 나이 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_097,partial_with_mentor_suggest,해외영업,이직/경력전환,행정학,비전공,"행정학 전공에 비전공인 이직/경력전환인데, 해외영업 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_098,partial_with_mentor_suggest,홍보/CSR,취업준비생(졸업예정),디자인학,지방 거주,홍보/CSR 직무로 전환하고 싶은데 지방 거주 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_099,partial_with_mentor_suggest,IT개발/데이터,대학원생,비전공(일반),학점 낮음,"대학원생이고 비전공(일반) 전공인데, IT개발/데이터 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_100,partial_with_mentor_suggest,전략/기획,대학원생,디자인학,제한 없음,전략/기획 분야 인턴을 목표로 하는데 제한 없음라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_101,partial_with_mentor_suggest,마케팅/MD,대학생 저학년,사회학,학점 낮음,사회학 전공자가 마케팅/MD 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 학점 낮음 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_102,partial_with_mentor_suggest,연구/설계,대학생 저학년,통계학,학점 낮음,연구/설계 직무 준비 중인데 대학생 저학년 단계에서 놓치기 쉬운 부분이 있을까요? 저는 학점 낮음입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_103,partial_with_mentor_suggest,교육/상담/컨설팅,사회초년생(1~3년차),심리학,학점 낮음,"심리학 전공에 학점 낮음인 사회초년생(1~3년차)인데, 교육/상담/컨설팅 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_104,partial_with_mentor_suggest,전문/특수,대학생 저학년,무역학,제한 없음,전문/특수 직무로 전환하고 싶은데 제한 없음 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_105,partial_with_mentor_suggest,인사/총무/노무,사회초년생(1~3년차),사회학,경력 부족,"사회초년생(1~3년차)이고 사회학 전공인데, 인사/총무/노무 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_106,partial_with_mentor_suggest,미디어,이직/경력전환,디자인학,제한 없음,미디어 분야 인턴을 목표로 하는데 제한 없음라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_107,partial_with_mentor_suggest,서비스,취업준비생(졸업예정),산업공학,졸업유예 중,산업공학 전공자가 서비스 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 졸업유예 중 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_108,partial_with_mentor_suggest,IT개발/데이터,대학원생,비전공(일반),학점 낮음,IT개발/데이터 직무 준비 중인데 대학원생 단계에서 놓치기 쉬운 부분이 있을까요? 저는 학점 낮음입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_109,partial_with_mentor_suggest,기타 사무,취업준비생(졸업예정),디자인학,제한 없음,"디자인학 전공에 제한 없음인 취업준비생(졸업예정)인데, 기타 사무 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_110,partial_with_mentor_suggest,영업/영업관리,대학생 저학년,영어영문학,나이 고민,영업/영업관리 직무로 전환하고 싶은데 나이 고민 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_111,partial_with_mentor_suggest,해외영업,사회초년생(1~3년차),산업공학,학점 낮음,"사회초년생(1~3년차)이고 산업공학 전공인데, 해외영업 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_112,partial_with_mentor_suggest,디자인/예술,대학원생,산업공학,제한 없음,디자인/예술 분야 인턴을 목표로 하는데 제한 없음라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_113,partial_with_mentor_suggest,유통/무역/구매,취업준비생(졸업예정),심리학,졸업유예 중,심리학 전공자가 유통/무역/구매 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 졸업유예 중 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_114,partial_with_mentor_suggest,공무원/비영리,사회초년생(1~3년차),영어영문학,지방 거주,공무원/비영리 직무 준비 중인데 사회초년생(1~3년차) 단계에서 놓치기 쉬운 부분이 있을까요? 저는 지방 거주입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_115,partial_with_mentor_suggest,서비스,이직/경력전환,심리학,학점 낮음,"심리학 전공에 학점 낮음인 이직/경력전환인데, 서비스 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_116,partial_with_mentor_suggest,해외영업,대학원생,비전공(일반),학점 낮음,해외영업 직무로 전환하고 싶은데 학점 낮음 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_117,partial_with_mentor_suggest,미디어,대학원생,영어영문학,지방 거주,"대학원생이고 영어영문학 전공인데, 미디어 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_118,partial_with_mentor_suggest,미디어,대학생 저학년,심리학,제한 없음,미디어 분야 인턴을 목표로 하는데 제한 없음라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_119,partial_with_mentor_suggest,전문/특수,취업준비생(졸업예정),무역학,지방 거주,무역학 전공자가 전문/특수 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 지방 거주 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_120,partial_with_mentor_suggest,인사/총무/노무,대학원생,통계학,학점 낮음,인사/총무/노무 직무 준비 중인데 대학원생 단계에서 놓치기 쉬운 부분이 있을까요? 저는 학점 낮음입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_121,partial_with_mentor_suggest,전략/기획,이직/경력전환,영어영문학,지방 거주,"영어영문학 전공에 지방 거주인 이직/경력전환인데, 전략/기획 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_122,partial_with_mentor_suggest,생산/품질/제조,취업준비생(졸업예정),컴퓨터공학,경력 부족,생산/품질/제조 직무로 전환하고 싶은데 경력 부족 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_123,partial_with_mentor_suggest,공무원/비영리,대학원생,행정학,나이 고민,"대학원생이고 행정학 전공인데, 공무원/비영리 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_124,partial_with_mentor_suggest,"서비스 기획/UI,UX",사회초년생(1~3년차),컴퓨터공학,학점 낮음,"서비스 기획/UI,UX 분야 인턴을 목표로 하는데 학점 낮음라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_125,partial_with_mentor_suggest,전문/특수,사회초년생(1~3년차),컴퓨터공학,졸업유예 중,컴퓨터공학 전공자가 전문/특수 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 졸업유예 중 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_126,partial_with_mentor_suggest,인사/총무/노무,사회초년생(1~3년차),영어영문학,비전공,인사/총무/노무 직무 준비 중인데 사회초년생(1~3년차) 단계에서 놓치기 쉬운 부분이 있을까요? 저는 비전공입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_127,partial_with_mentor_suggest,디자인/예술,사회초년생(1~3년차),산업공학,졸업유예 중,"산업공학 전공에 졸업유예 중인 사회초년생(1~3년차)인데, 디자인/예술 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_128,partial_with_mentor_suggest,서비스,대학생 저학년,사회학,지방 거주,서비스 직무로 전환하고 싶은데 지방 거주 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_129,partial_with_mentor_suggest,공사/공기업,사회초년생(1~3년차),경영학,졸업유예 중,"사회초년생(1~3년차)이고 경영학 전공인데, 공사/공기업 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_130,partial_with_mentor_suggest,미디어,대학생 저학년,비전공(일반),나이 고민,미디어 분야 인턴을 목표로 하는데 나이 고민라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_131,partial_with_mentor_suggest,교육/상담/컨설팅,대학생 저학년,경영학,졸업유예 중,경영학 전공자가 교육/상담/컨설팅 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 졸업유예 중 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_132,partial_with_mentor_suggest,"서비스 기획/UI,UX",대학생 저학년,컴퓨터공학,학점 낮음,"서비스 기획/UI,UX 직무 준비 중인데 대학생 저학년 단계에서 놓치기 쉬운 부분이 있을까요? 저는 학점 낮음입니다.",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_133,partial_with_mentor_suggest,연구/설계,대학생 저학년,비전공(일반),학점 낮음,"비전공(일반) 전공에 학점 낮음인 대학생 저학년인데, 연구/설계 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_134,partial_with_mentor_suggest,미디어,이직/경력전환,영어영문학,비전공,미디어 직무로 전환하고 싶은데 비전공 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_135,partial_with_mentor_suggest,생산/품질/제조,취업준비생(졸업예정),산업공학,제한 없음,"취업준비생(졸업예정)이고 산업공학 전공인데, 생산/품질/제조 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_136,partial_with_mentor_suggest,홍보/CSR,대학생 저학년,통계학,비전공,홍보/CSR 분야 인턴을 목표로 하는데 비전공라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_137,partial_with_mentor_suggest,전문/특수,사회초년생(1~3년차),비전공(일반),제한 없음,비전공(일반) 전공자가 전문/특수 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 제한 없음 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_138,partial_with_mentor_suggest,디자인/예술,대학원생,화학공학,제한 없음,디자인/예술 직무 준비 중인데 대학원생 단계에서 놓치기 쉬운 부분이 있을까요? 저는 제한 없음입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_139,partial_with_mentor_suggest,회계/재무/금융,사회초년생(1~3년차),무역학,지방 거주,"무역학 전공에 지방 거주인 사회초년생(1~3년차)인데, 회계/재무/금융 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_140,partial_with_mentor_suggest,인사/총무/노무,이직/경력전환,사회학,경력 부족,인사/총무/노무 직무로 전환하고 싶은데 경력 부족 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_141,partial_with_mentor_suggest,영업/영업관리,대학원생,화학공학,졸업유예 중,"대학원생이고 화학공학 전공인데, 영업/영업관리 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_142,partial_with_mentor_suggest,미디어,대학생 저학년,무역학,나이 고민,미디어 분야 인턴을 목표로 하는데 나이 고민라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_143,partial_with_mentor_suggest,서비스,취업준비생(졸업예정),산업공학,졸업유예 중,산업공학 전공자가 서비스 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 졸업유예 중 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_144,partial_with_mentor_suggest,IT개발/데이터,취업준비생(졸업예정),화학공학,졸업유예 중,IT개발/데이터 직무 준비 중인데 취업준비생(졸업예정) 단계에서 놓치기 쉬운 부분이 있을까요? 저는 졸업유예 중입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_145,partial_with_mentor_suggest,마케팅/MD,대학원생,디자인학,제한 없음,"디자인학 전공에 제한 없음인 대학원생인데, 마케팅/MD 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_146,partial_with_mentor_suggest,인사/총무/노무,사회초년생(1~3년차),비전공(일반),경력 부족,인사/총무/노무 직무로 전환하고 싶은데 경력 부족 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_147,partial_with_mentor_suggest,전략/기획,이직/경력전환,컴퓨터공학,학점 낮음,"이직/경력전환이고 컴퓨터공학 전공인데, 전략/기획 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_148,partial_with_mentor_suggest,전략/기획,대학원생,영어영문학,졸업유예 중,전략/기획 분야 인턴을 목표로 하는데 졸업유예 중라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_149,partial_with_mentor_suggest,교육/상담/컨설팅,취업준비생(졸업예정),통계학,졸업유예 중,통계학 전공자가 교육/상담/컨설팅 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 졸업유예 중 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_150,partial_with_mentor_suggest,마케팅/MD,이직/경력전환,디자인학,비전공,마케팅/MD 직무 준비 중인데 이직/경력전환 단계에서 놓치기 쉬운 부분이 있을까요? 저는 비전공입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_151,partial_with_mentor_suggest,유통/무역/구매,이직/경력전환,무역학,제한 없음,"무역학 전공에 제한 없음인 이직/경력전환인데, 유통/무역/구매 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_152,partial_with_mentor_suggest,서비스,이직/경력전환,경영학,학점 낮음,서비스 직무로 전환하고 싶은데 학점 낮음 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_153,partial_with_mentor_suggest,IT개발/데이터,대학원생,무역학,학점 낮음,"대학원생이고 무역학 전공인데, IT개발/데이터 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_154,partial_with_mentor_suggest,해외영업,사회초년생(1~3년차),심리학,제한 없음,해외영업 분야 인턴을 목표로 하는데 제한 없음라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_155,partial_with_mentor_suggest,교육/상담/컨설팅,취업준비생(졸업예정),사회학,제한 없음,사회학 전공자가 교육/상담/컨설팅 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 제한 없음 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_156,partial_with_mentor_suggest,"서비스 기획/UI,UX",대학원생,행정학,나이 고민,"서비스 기획/UI,UX 직무 준비 중인데 대학원생 단계에서 놓치기 쉬운 부분이 있을까요? 저는 나이 고민입니다.",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_157,partial_with_mentor_suggest,영업/영업관리,대학원생,행정학,졸업유예 중,"행정학 전공에 졸업유예 중인 대학원생인데, 영업/영업관리 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_158,partial_with_mentor_suggest,유통/무역/구매,사회초년생(1~3년차),사회학,지방 거주,유통/무역/구매 직무로 전환하고 싶은데 지방 거주 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_159,partial_with_mentor_suggest,연구/설계,사회초년생(1~3년차),디자인학,제한 없음,"사회초년생(1~3년차)이고 디자인학 전공인데, 연구/설계 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_160,partial_with_mentor_suggest,해외영업,이직/경력전환,디자인학,나이 고민,해외영업 분야 인턴을 목표로 하는데 나이 고민라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
